SITE_ID,YEAR,VISIT_NO,EPT_RICH,UNIQUE_ID,MMI_BENT
KSRS-1268,2013,1,14,NRS_KS-10106,70.25
KSRS-1269,2013,1,2,NRS_KS-10107,26.08
KSRS-1270,2013,1,3,NRS_KS-10108,24.28
KSRS-1277,2013,1,7,NRS_KS-10115,40.15
KSRS-1278,2013,1,2,NRS_KS-10116,27.67
KSRS-1280,2013,1,14,NRS_KS-10118,71.82
KSRS-1288,2013,1,2,NRS_KS-10126,16.45
KSRS-1301,2013,1,1,NRS_KS-10139,20.88
KSRS-1303,2013,1,9,NRS_KS-10141,32.97
KSRS-1306,2013,1,5,NRS_KS-10144,33.48
KSRS-1308,2014,1,7,NRS_KS-10146,55.53
KSRS-1312,2013,1,4,NRS_KS-10150,36.23
KSRS-1313,2013,1,6,NRS_KS-10151,34.87
KSRS-1314,2014,1,3,NRS_KS-10152,25.57
KSRS-1316,2013,1,10,NRS_KS-10154,44.70
KSRS-1317,2013,1,9,NRS_KS-10155,52.97
KSRS-1324,2013,1,4,NRS_KS-10162,27.87
KSRS-1330,2013,1,14,NRS_KS-10168,68.48
KSRS-1336,2013,1,8,NRS_KS-10174,35.92
KSRS-1338,2013,1,1,NRS_KS-10176,34.53
KSRS-1340,2013,1,0,NRS_KS-10178,13.30
KSRS-1343,2013,1,5,NRS_KS-10181,41.67
KSRS-1348,2013,1,6,NRS_KS-10186,31.98
KSRF-0001,2014,1,12,NRS_KS-10187,64.65
KSRF-0002,2013,1,9,NRS_KS-10188,55.30
KSRF-0003,2013,1,5,NRS_KS-10189,35.75
KSRF-0004,2013,1,4,NRS_KS-10190,28.53
KSRF-0005,2014,1,1,NRS_KS-10191,12.80
KSRF-0006,2013,1,10,NRS_KS-10192,53.95
KSRF-0007,2014,1,11,NRS_KS-10193,51.10
MORF-0001,2014,1,14,NRS_KS-10194,48.93
NRS18_KS_10015,2018,1,5,NRS_KS-10196,27.85
NRS18_KS_10018,2019,1,12,NRS_KS-10199,57.85
NRS18_KS_10024,2019,1,7,NRS_KS-10205,40.77
NRS18_KS_10027,2019,1,9,NRS_KS-10208,48.70
NRS18_KS_10029,2019,1,1,NRS_KS-10210,18.17
NRS18_KS_10029,2019,2,5,NRS_KS-10210,37.33
NRS18_KS_10033,2018,1,3,NRS_KS-10214,20.35
NRS18_KS_10040,2018,1,3,NRS_KS-10221,30.65
NRS18_KS_10041,2019,1,7,NRS_KS-10222,37.53
NRS18_KS_10043,2018,1,1,NRS_KS-10224,10.22
NRS18_KS_10045,2019,1,2,NRS_KS-10226,29.32
NRS18_KS_10086,2018,1,6,NRS_KS-10235,29.57
NRS18_KS_10087,2018,1,1,NRS_KS-10236,9.10
NRS18_KS_10091,2018,1,8,NRS_KS-10240,46.88
NRS18_KS_10097,2019,1,2,NRS_KS-10246,12.33
NRS18_KS_10098,2018,1,0,NRS_KS-10247,5.95
NRS18_KS_10099,2019,1,7,NRS_KS-10248,43.03
NRS18_KS_10100,2018,1,2,NRS_KS-10249,31.42
NRS18_KS_10101,2019,1,12,NRS_KS-10250,59.92
NRS18_KS_10103,2018,1,1,NRS_KS-10252,14.08
NRS18_KS_10106,2019,1,11,NRS_KS-10255,52.53
NRS18_KS_10113,2019,1,2,NRS_KS-10262,7.13
NRS18_KS_10115,2019,1,9,NRS_KS-10264,57.35
NRS18_KS_10120,2019,1,10,NRS_KS-10269,45.42
NRS18_KS_10122,2019,1,9,NRS_KS-10271,42.48
NRS18_KS_10123,2018,1,3,NRS_KS-10272,23.45
NRS18_KS_10125,2018,1,3,NRS_KS-10274,21.80
NRS18_KS_10126,2018,1,4,NRS_KS-10275,35.62
NRS18_KS_10137,2018,1,2,NRS_KS-10286,31.63
NRS18_KS_10140,2018,1,1,NRS_KS-10288,23.28
NRS18_KS_10141,2019,1,2,NRS_KS-10289,0.83
NRS18_KS_10142,2019,1,5,NRS_KS-10290,39.82
NRS18_KS_10145,2019,1,6,NRS_KS-10293,35.42
NRS18_KS_RF001,2018,1,12,NRS_KS-10324,63.20
NRS18_KS_RF003,2018,1,8,NRS_KS-10325,43.23
FW08KY008,2009,1,10,NRS_KY-10005,37.86
FW08KY002,2009,1,7,NRS_KY-10008,40.23
FW08KY003,2009,1,0,NRS_KY-10011,16.94
FW08KY007,2009,1,3,NRS_KY-10012,17.18
FW08KY006,2009,1,6,NRS_KY-10014,30.20
FW08KY006,2009,2,6,NRS_KY-10014,27.45
FW08KY011,2009,1,9,NRS_KY-10015,27.84
FW08KY004,2009,1,11,NRS_KY-10016,44.41
FW08KY012,2009,1,13,NRS_KY-10020,53.21
FW08KY005,2009,1,16,NRS_KY-10021,52.10
FW08KY009,2009,1,18,NRS_KY-10025,68.08
FW08KY001,2009,1,10,NRS_KY-10027,53.23
FW08KY001,2009,2,6,NRS_KY-10027,27.80
FW08KY013,2008,1,,NRS_KY-10028,
KYR9-0901,2014,1,0,NRS_KY-10028,0.00
KYR9-0901,2014,2,1,NRS_KY-10028,21.77
NRS18_KY_10002,2019,1,1,NRS_KY-10028,10.00
NRS18_KY_10002,2019,2,3,NRS_KY-10028,18.18
FW08KY014,2009,1,4,NRS_KY-10029,32.49
KYR9-0902,2014,1,8,NRS_KY-10029,39.12
NRS18_KY_10007,2019,1,4,NRS_KY-10029,18.25
FW08KY016,2008,1,,NRS_KY-10031,
KYR9-0903,2014,1,5,NRS_KY-10031,21.52
NRS18_KY_10008,2018,1,2,NRS_KY-10031,2.65
FW08KY017,2008,1,,NRS_KY-10032,
KYR9-0904,2014,1,1,NRS_KY-10032,29.08
NRS18_KY_10009,2019,1,6,NRS_KY-10032,25.75
FW08KY019,2009,1,11,NRS_KY-10034,48.35
FW08KY019,2009,2,18,NRS_KY-10034,68.76
KYR9-0905,2013,1,5,NRS_KY-10034,8.10
KYR9-0905,2013,2,2,NRS_KY-10034,9.52
FW08KY020,2009,1,4,NRS_KY-10035,22.14
FW08KY021,2009,1,9,NRS_KY-10036,39.84
KYR9-0906,2014,1,6,NRS_KY-10036,17.60
NRS18_KY_10010,2019,1,6,NRS_KY-10036,24.92
FW08KY022,2009,1,14,NRS_KY-10037,45.98
KYS9-0919,2013,1,5,NRS_KY-10037,15.00
KYS9-0919,2013,2,6,NRS_KY-10037,14.22
NRS18_KY_10001,2018,1,7,NRS_KY-10037,16.05
NRS18_KY_10001,2018,2,11,NRS_KY-10037,36.35
FW08KY023,2009,1,13,NRS_KY-10038,60.85
KYR9-0907,2013,1,20,NRS_KY-10038,68.98
FW08KY024,2009,1,10,NRS_KY-10039,46.47
FW08KY025,2009,1,13,NRS_KY-10040,38.74
KYS9-0920,2013,1,6,NRS_KY-10040,17.63
NRS18_KY_10003,2019,1,15,NRS_KY-10040,45.02
FW08KY026,2009,1,6,NRS_KY-10041,17.42
FW08KY029,2008,1,,NRS_KY-10044,
FW08KY031,2009,1,8,NRS_KY-10046,43.48
FW08KY032,,,,NRS_KY-10047,
FW08KY033,2009,1,1,NRS_KY-10048,3.60
FW08KY034,2009,1,,NRS_KY-10049,
FW08KY035,2009,1,12,NRS_KY-10050,41.43
KYS9-0921,2013,1,7,NRS_KY-10050,23.62
NRS18_KY_10004,2019,1,13,NRS_KY-10050,42.32
FW08KY037,2009,1,,NRS_KY-10052,
FW08KY039,2009,1,,NRS_KY-10054,
FW08KY040,2009,1,6,NRS_KY-10055,38.48
FW08KY041,2009,1,6,NRS_KY-10056,30.12
KYS9-0923,2013,1,2,NRS_KY-10056,7.67
NRS18_KY_10005,2019,1,4,NRS_KY-10056,27.48
FW08KY042,2009,1,4,NRS_KY-10057,11.65
FW08KY050,2009,1,8,NRS_KY-10059,38.62
KYS9-0924,2013,1,4,NRS_KY-10059,18.08
NRS18_KY_10006,2018,1,7,NRS_KY-10059,28.07
FW08KY056,2009,1,1,NRS_KY-10060,4.79
KYS9-0925,2013,1,0,NRS_KY-10060,9.67
KYS9-0925,2013,2,1,NRS_KY-10060,10.57
FW08KY062,2009,1,3,NRS_KY-10062,13.27
KYS9-0926,2013,1,2,NRS_KY-10062,11.98
FW08KY072,2009,1,6,NRS_KY-10067,55.55
FW08KY097,2008,1,5,NRS_KY-10068,42.49
MOR9-0901,2014,1,3,NRS_KY-10068,30.68
NRS18_MO_10008,2018,1,2,NRS_KY-10068,34.37
FW08KY209,2008,1,12,NRS_KY-10069,63.65
MOR9-0902,2014,1,3,NRS_KY-10069,36.00
NRS18_MO_10009,2018,1,2,NRS_KY-10069,20.08
FW08RKY9007,2009,1,11,NRS_KY-10070,37.47
FW08RKY9056,2009,1,10,NRS_KY-10071,23.18
FW08RKY9143,2009,1,14,NRS_KY-10072,53.44
FW08RKY9219,2009,1,4,NRS_KY-10073,23.78
FW08RKY9905,2009,1,1,NRS_KY-10074,24.19
KYLS-1053,2013,1,5,NRS_KY-10075,21.43
NRS18_KY_10011,2019,1,7,NRS_KY-10075,20.77
NRS18_KY_10011,2019,2,5,NRS_KY-10075,11.63
KYLS-1054,2013,1,3,NRS_KY-10076,4.53
NRS18_KY_10015,2019,1,7,NRS_KY-10076,15.73
KYLS-1055,2013,1,5,NRS_KY-10077,33.73
NRS18_KY_10016,2019,1,5,NRS_KY-10077,35.62
KYLS-1056,2013,1,8,NRS_KY-10078,36.63
KYRM-1001,2014,1,3,NRS_KY-10079,21.02
NRS18_KY_10012,2019,1,3,NRS_KY-10079,22.75
NRS18_KY_10012,2019,2,2,NRS_KY-10079,5.20
KYRM-1002,2013,1,1,NRS_KY-10080,3.87
NRS18_KY_10019,2018,1,0,NRS_KY-10080,33.33
KYRM-1003,2013,1,7,NRS_KY-10081,22.95
NRS18_KY_10020,2018,1,1,NRS_KY-10081,14.90
KYRM-1004,2014,1,2,NRS_KY-10082,10.42
KYRM-1005,2014,1,2,NRS_KY-10083,33.85
KYRM-1006,2013,1,4,NRS_KY-10084,27.80
KYRM-1007,2013,1,7,NRS_KY-10085,32.18
KYRO-1029,2013,1,5,NRS_KY-10086,27.15
KYRO-1030,2014,1,8,NRS_KY-10087,36.37
NRS18_KY_10018,2019,1,15,NRS_KY-10087,47.08
KYRO-1031,2013,1,2,NRS_KY-10088,13.00
NRS18_KY_10041,2019,1,3,NRS_KY-10088,19.98
KYRO-1032,2013,1,3,NRS_KY-10089,31.08
KYSS-1077,2013,1,0,NRS_KY-10090,3.87
NRS18_KY_10013,2019,1,12,NRS_KY-10090,47.15
KYSS-1078,2013,1,0,NRS_KY-10091,35.85
KYSS-1080,2013,1,8,NRS_KY-10093,26.00
KYSS-1082,2013,1,1,NRS_KY-10095,33.57
NRS18_KY_10039,2019,1,7,NRS_KY-10095,54.63
KYLS-1062,2013,1,7,NRS_KY-10096,44.77
KYRF-0001,2013,1,11,NRS_KY-10097,53.27
KYRF-0002,2013,1,7,NRS_KY-10098,60.77
NRS18_KY_10023,2019,1,0,NRS_KY-10101,23.47
NRS18_KY_10024,2019,1,9,NRS_KY-10102,56.42
NRS18_KY_10025,2019,1,15,NRS_KY-10103,54.78
NRS18_KY_10026,2018,1,7,NRS_KY-10104,22.32
NRS18_KY_10027,2019,1,0,NRS_KY-10105,15.03
NRS18_KY_10029,2019,1,8,NRS_KY-10107,24.95
NRS18_KY_10030,2019,1,2,NRS_KY-10108,19.90
NRS18_KY_10031,2019,1,0,NRS_KY-10109,1.97
NRS18_KY_10032,2018,1,0,NRS_KY-10110,0.00
NRS18_KY_10033,2018,1,2,NRS_KY-10111,20.02
NRS18_KY_10048,2019,1,2,NRS_KY-10113,31.00
NRS18_KY_10197,2019,1,10,NRS_KY-10114,47.27
NRS18_KY_10952,2019,1,0,NRS_KY-10120,19.00
FW08LA004,2009,1,5,NRS_LA-10022,54.54
FW08LA004,2009,2,9,NRS_LA-10022,60.35
FW08LA009,2009,1,1,NRS_LA-10031,16.95
FW08LA006,2008,1,9,NRS_LA-10040,62.58
FW08LA005,2009,1,14,NRS_LA-10062,65.92
FW08LA011,2008,1,1,NRS_LA-10079,18.65
FW08LA011,2008,2,3,NRS_LA-10079,25.59
LAR9-0901,2014,1,5,NRS_LA-10079,40.67
LAR9-0901,2014,2,5,NRS_LA-10079,38.68
NRS18_LA_10002,2018,1,3,NRS_LA-10079,24.77
NRS18_LA_10002,2018,2,1,NRS_LA-10079,13.45
FW08LA013,2008,1,4,NRS_LA-10081,12.69
LAR9-0902,2014,1,6,NRS_LA-10081,35.18
NRS18_LA_10006,2018,1,4,NRS_LA-10081,29.75
FW08LA014,2008,1,10,NRS_LA-10082,52.89
FW08LA017,2008,1,1,NRS_LA-10085,23.31
LAR9-0904,2014,1,2,NRS_LA-10085,9.47
NRS18_LA_10007,2018,1,3,NRS_LA-10085,24.02
FW08LA018,2008,1,3,NRS_LA-10086,28.37
LAR9-0905,2014,1,6,NRS_LA-10086,27.38
NRS18_LA_10008,2018,1,6,NRS_LA-10086,52.03
FW08LA022,2008,1,0,NRS_LA-10090,0.00
LAR9-0906,2014,1,1,NRS_LA-10090,8.38
FW08LA023,2009,1,3,NRS_LA-10091,31.44
LAS9-0944,2013,1,3,NRS_LA-10091,21.88
LAS9-0944,2013,2,3,NRS_LA-10091,29.68
NRS18_LA_10001,2018,1,2,NRS_LA-10091,10.85
NRS18_LA_10001,2018,2,1,NRS_LA-10091,2.08
FW08LA028,2008,1,0,NRS_LA-10096,16.67
LAR9-0907,2014,1,0,NRS_LA-10096,18.13
FW08LA029,2008,1,1,NRS_LA-10097,10.42
FW08LA030,2008,1,3,NRS_LA-10098,20.91
FW08LA032,2008,1,4,NRS_LA-10100,35.63
FW08LA033,2008,1,0,NRS_LA-10101,9.14
FW08LA035,2009,1,2,NRS_LA-10103,4.23
FW08LA036,2008,1,1,NRS_LA-10104,19.29
FW08LA037,2008,1,4,NRS_LA-10105,35.71
FW08LA039,2009,1,2,NRS_LA-10107,23.07
FW08LA039,2009,2,1,NRS_LA-10107,31.97
LAR9-0915,2013,1,3,NRS_LA-10107,22.42
LAR9-0915,2013,2,3,NRS_LA-10107,33.78
FW08LA040,2009,1,4,NRS_LA-10108,21.18
FW08LA044,2008,1,0,NRS_LA-10112,4.32
FW08LA045,2008,1,2,NRS_LA-10113,30.16
LAS9-0945,2014,1,5,NRS_LA-10113,30.58
LAS9-0945,2014,2,3,NRS_LA-10113,32.70
FW08LA049,2009,1,3,NRS_LA-10117,25.99
FW08LA050,2009,1,9,NRS_LA-10118,42.98
FW08LA051,2008,1,0,NRS_LA-10119,14.69
FW08LA052,2008,1,0,NRS_LA-10120,6.10
FW08LA059,2009,1,1,NRS_LA-10124,13.57
LAS9-0946,2013,1,2,NRS_LA-10124,30.57
NRS18_LA_10003,2018,1,1,NRS_LA-10124,6.33
FW08LA062,2009,1,10,NRS_LA-10126,64.33
LAS9-0947,2014,1,0,NRS_LA-10126,21.97
NRS18_LA_10004,2018,1,1,NRS_LA-10126,11.07
FW08LA067,2008,1,0,NRS_LA-10130,4.69
FW08LA068,2008,1,0,NRS_LA-10131,14.69
FW08LA070,2008,1,1,NRS_LA-10132,6.00
FW08LA072,2009,1,4,NRS_LA-10133,28.81
LAS9-0948,2013,1,4,NRS_LA-10133,45.17
NRS18_LA_10005,2018,1,2,NRS_LA-10133,28.68
FW08LA073,2009,1,0,NRS_LA-10134,8.94
LAS9-0949,2014,1,1,NRS_LA-10134,16.00
FW08LA079,2009,1,2,NRS_LA-10136,13.47
LAS9-0950,2013,1,1,NRS_LA-10136,26.50
FW08LA088,2008,1,0,NRS_LA-10140,2.08
FW08LA092,2009,1,2,NRS_LA-10141,20.18
FW08LA094,2009,1,2,NRS_LA-10142,15.18
FW08LA096,2008,1,1,NRS_LA-10144,2.35
FW08LA097,2009,1,2,NRS_LA-10145,22.86
FW08LA099,2009,1,3,NRS_LA-10147,29.80
FW08LA100,2008,1,0,NRS_LA-10148,0.00
FW08LA102,2009,1,5,NRS_LA-10149,16.17
FW08LA104,2008,1,0,NRS_LA-10150,16.67
FW08LA108,2008,1,0,NRS_LA-10152,16.13
FW08LA131,2008,1,0,NRS_LA-10161,14.08
FW08LA134,2008,1,1,NRS_LA-10163,8.18
FW08LA140,2009,1,2,NRS_LA-10164,19.47
FW08LA151,2008,1,0,NRS_LA-10168,14.08
FW08LA152,2008,1,0,NRS_LA-10169,16.67
FW08LA160,2009,1,1,NRS_LA-10174,26.53
FW08LA164,2009,1,8,NRS_LA-10176,54.08
FW08LA167,2008,1,0,NRS_LA-10179,14.69
FW08LA173,2009,1,2,NRS_LA-10182,23.51
FW08LA180,2008,1,0,NRS_LA-10183,11.66
FW08LA182,2008,1,0,NRS_LA-10184,7.96
FW08LA195,2008,1,0,NRS_LA-10185,14.69
FW08LA198,2008,1,0,NRS_LA-10186,0.00
FW08LA227,2008,1,0,NRS_LA-10187,0.00
FW08LA228,2008,1,0,NRS_LA-10188,6.39
FW08RLA900,2008,1,8,NRS_LA-10189,40.12
LALS-1037,2014,1,2,NRS_LA-10190,20.08
LALS-1038,2013,1,0,NRS_LA-10191,16.57
NRS18_LA_10013,2018,1,2,NRS_LA-10191,24.85
NRS18_LA_10013,2018,2,0,NRS_LA-10191,16.07
LARM-1001,2014,1,1,NRS_LA-10192,34.37
NRS18_LA_10010,2018,1,1,NRS_LA-10192,23.65
NRS18_LA_10010,2018,2,0,NRS_LA-10192,12.47
LARM-1002,2014,1,0,NRS_LA-10193,0.00
NRS18_LA_10016,2018,1,0,NRS_LA-10193,16.13
LARM-1003,2014,1,1,NRS_LA-10194,17.82
LARO-1019,2013,1,0,NRS_LA-10195,25.10
NRS18_LA_10014,2018,1,8,NRS_LA-10195,45.92
LARO-1020,2013,1,5,NRS_LA-10196,40.50
NRS18_LA_10015,2018,1,5,NRS_LA-10196,40.28
LARO-1022,2014,1,3,NRS_LA-10198,26.13
LASS-1049,2014,1,3,NRS_LA-10199,34.45
NRS18_LA_10011,2018,1,2,NRS_LA-10199,18.40
LASS-1050,2013,1,5,NRS_LA-10200,40.58
NRS18_LA_10012,2018,1,2,NRS_LA-10200,34.92
LASS-1051,2013,1,2,NRS_LA-10201,16.62
LARF-0001,2014,1,11,NRS_LA-10202,65.00
LARF-0002,2013,1,6,NRS_LA-10203,38.20
NRS18_LA_10018,2018,1,0,NRS_LA-10204,17.28
NRS18_LA_10019,2018,1,7,NRS_LA-10205,21.18
NRS18_LA_10020,2018,1,0,NRS_LA-10206,4.95
NRS18_LA_10021,2018,1,3,NRS_LA-10207,36.70
NRS18_LA_10022,2018,1,2,NRS_LA-10208,17.32
NRS18_LA_10181,2018,1,1,NRS_LA-10209,14.42
NRS18_LA_10481,2018,1,1,NRS_LA-10210,11.70
FW08MA001,2008,1,8,NRS_MA-10047,33.69
FW08MA001,2008,2,16,NRS_MA-10047,49.71
FW08MA002,2008,1,3,NRS_MA-10049,6.37
FW08MA002,2008,2,7,NRS_MA-10049,27.90
MAR9-0901,2014,1,2,NRS_MA-10049,15.10
MAR9-0901,2014,2,4,NRS_MA-10049,16.82
NRS18_MA_10002,2019,1,3,NRS_MA-10049,16.88
NRS18_MA_10002,2019,2,3,NRS_MA-10049,11.70
FW08MA003,2009,1,7,NRS_MA-10050,22.79
MAR9-0902,2014,1,2,NRS_MA-10050,15.10
MAR9-0902,2014,2,7,NRS_MA-10050,24.80
FW08MA004,2008,1,15,NRS_MA-10051,51.03
FW08MA004,2008,2,13,NRS_MA-10051,40.04
MAS9-0914,2014,1,13,NRS_MA-10051,36.40
MAS9-0914,2014,2,9,NRS_MA-10051,34.67
NRS18_MA_10001,2019,1,2,NRS_MA-10051,10.88
NRS18_MA_10001,2019,2,4,NRS_MA-10051,18.12
FW08MA005,2009,1,3,NRS_MA-10052,14.22
MAR9-0903,2014,1,9,NRS_MA-10052,32.38
NRS18_MA_10004,2019,1,13,NRS_MA-10052,51.90
FW08MA006,2008,1,2,NRS_MA-10053,8.74
FW08MA007,2008,1,1,NRS_MA-10054,6.83
FW08MA009,2009,1,23,NRS_MA-10056,72.09
FW08MA009,2009,2,24,NRS_MA-10056,65.71
MAS9-0915,2014,1,29,NRS_MA-10056,73.90
MAS9-0915,2014,2,26,NRS_MA-10056,68.30
FW08MA012,2009,1,5,NRS_MA-10059,10.57
FW08MA013,2008,1,9,NRS_MA-10060,32.97
FW08MA015,2009,1,8,NRS_MA-10062,33.00
MAS9-0916,2013,1,7,NRS_MA-10062,37.83
NRS18_MA_10003,2018,1,4,NRS_MA-10062,22.98
FW08MA016,2009,1,16,NRS_MA-10063,47.23
FW08MA017,2008,1,13,NRS_MA-10064,37.87
FW08MA018,2008,1,4,NRS_MA-10065,11.95
FW08MA019,2009,1,10,NRS_MA-10066,38.49
FW08MA020,2009,1,6,NRS_MA-10067,21.86
FW08MA021,2009,1,7,NRS_MA-10068,29.46
FW08MA023,2009,1,2,NRS_MA-10070,15.70
FW08MA026,2009,1,7,NRS_MA-10071,15.80
MALS-1038,2014,1,3,NRS_MA-10073,11.82
NRS18_MA_10005,2018,1,6,NRS_MA-10073,26.22
NRS18_MA_10005,2018,2,2,NRS_MA-10073,11.05
MALS-1041,2014,1,8,NRS_MA-10076,47.28
NRS18_MA_10008,2018,1,13,NRS_MA-10076,46.77
MALS-1042,2014,1,11,NRS_MA-10077,44.75
MARM-1001,2014,1,5,NRS_MA-10078,7.18
NRS18_MA_10006,2018,1,3,NRS_MA-10078,8.70
NRS18_MA_10006,2018,2,1,NRS_MA-10078,4.75
MARM-1002,2014,1,1,NRS_MA-10079,8.25
NRS18_MA_10010,2019,1,5,NRS_MA-10079,20.25
MARM-1003,2014,1,4,NRS_MA-10080,17.77
MARO-1019,2014,1,19,NRS_MA-10081,62.02
NRS18_MA_10009,2018,1,14,NRS_MA-10081,51.77
MARO-1020,2013,1,4,NRS_MA-10082,13.10
MARO-1021,2013,1,6,NRS_MA-10083,15.62
MASS-1072,2014,1,2,NRS_MA-10086,0.55
NRS18_MA_10007,2018,1,0,NRS_MA-10086,2.58
MASS-1073,2013,1,4,NRS_MA-10087,22.05
MASS-1076,2014,1,7,NRS_MA-10090,11.43
MASS-1077,2014,1,13,NRS_MA-10091,54.65
MASS-1079,2014,1,1,NRS_MA-10093,0.00
NRS18_MA_10011,2018,1,8,NRS_MA-10094,49.07
NRS18_MA_10013,2018,1,6,NRS_MA-10096,27.30
NRS18_MA_10014,2018,1,12,NRS_MA-10097,50.27
NRS18_MA_10016,2018,1,3,NRS_MA-10099,8.83
NRS18_MA_10017,2018,1,6,NRS_MA-10100,35.25
NRS18_MA_10018,2019,1,8,NRS_MA-10101,19.75
NRS18_MA_10019,2018,1,1,NRS_MA-10102,0.00
NRS18_MA_10182,2018,1,20,NRS_MA-10105,50.67
NRS18_MA_10185,2018,1,5,NRS_MA-10108,9.25
NRS18_MA_10631,2019,1,8,NRS_MA-10109,13.38
FW08MD005,2008,1,3,NRS_MD-10008,37.51
FW08MD004,2008,1,1,NRS_MD-10011,10.12
FW08MD001,2008,1,6,NRS_MD-10013,41.83
FW08MD001,2008,2,3,NRS_MD-10013,38.16
FW08MD003,2008,1,4,NRS_MD-10014,6.76
FW08MD002,2008,1,3,NRS_MD-10017,34.88
FW08MD006,2008,1,1,NRS_MD-10018,9.39
FW08MD006,2008,2,4,NRS_MD-10018,26.11
MDS9-0914,2013,1,0,NRS_MD-10018,19.75
MDS9-0914,2013,2,2,NRS_MD-10018,22.77
NRS18_MD_10001,2019,1,3,NRS_MD-10018,32.88
NRS18_MD_10001,2019,2,2,NRS_MD-10018,29.93
FW08MD007,2008,1,17,NRS_MD-10019,53.53
FW08MD008,2008,1,10,NRS_MD-10020,32.02
MDR9-0901,2014,1,7,NRS_MD-10020,31.48
MDR9-0901,2014,2,10,NRS_MD-10020,36.98
NRS18_MD_10002,2018,1,9,NRS_MD-10020,36.77
NRS18_MD_10002,2018,2,11,NRS_MD-10020,33.48
FW08MD009,2008,1,21,NRS_MD-10021,65.04
MDR9-0902,2013,1,23,NRS_MD-10021,71.22
NRS18_MD_10004,2019,1,21,NRS_MD-10021,67.20
FW08MD010,2009,1,8,NRS_MD-10022,64.02
FW08MD010,2009,2,7,NRS_MD-10022,50.05
MDS9-0916,2014,1,3,NRS_MD-10022,43.63
MDS9-0916,2014,2,3,NRS_MD-10022,32.57
FW08MD011,2009,1,9,NRS_MD-10023,21.42
FW08MD012,2008,1,12,NRS_MD-10024,43.76
FW08MD013,2009,1,15,NRS_MD-10025,49.30
MDS9-0918,2014,1,13,NRS_MD-10025,38.75
NRS18_MD_10003,2018,1,9,NRS_MD-10025,25.57
FW08MD014,2008,1,5,NRS_MD-10026,32.13
FW08MD015,2009,1,22,NRS_MD-10027,59.23
FW08MD015,2009,2,18,NRS_MD-10027,48.37
MDR9-0905,2013,1,21,NRS_MD-10027,61.28
MDR9-0905,2013,2,19,NRS_MD-10027,66.35
FW08MD016,2009,1,12,NRS_MD-10028,58.77
FW08MD018,2008,1,3,NRS_MD-10030,30.57
FW08MD019,2009,1,12,NRS_MD-10031,33.35
FW08MD020,2008,1,7,NRS_MD-10032,23.20
FW08MD021,2009,1,6,NRS_MD-10033,16.11
FW08MD022,2009,1,0,NRS_MD-10034,6.40
FW08MD023,2009,1,11,NRS_MD-10035,34.18
FW08MD024,2008,1,12,NRS_MD-10036,38.98
FW08MD025,2009,1,14,NRS_MD-10037,49.40
FW08MD026,2009,1,9,NRS_MD-10038,64.10
FW08MD027,2009,1,10,NRS_MD-10039,28.18
FW08MD028,2009,1,9,NRS_MD-10040,26.13
FW08MD030,2009,1,8,NRS_MD-10042,52.07
FW08RMD9052,2009,1,14,NRS_MD-10043,71.79
MDLS-1038,2013,1,3,NRS_MD-10045,13.15
NRS18_MD_10005,2018,1,7,NRS_MD-10045,26.40
NRS18_MD_10005,2018,2,5,NRS_MD-10045,27.30
MDLS-1039,2014,1,7,NRS_MD-10046,18.65
NRS18_MD_10008,2018,1,11,NRS_MD-10046,40.15
MDLS-1041,2013,1,3,NRS_MD-10048,35.15
MDLS-1042,2014,1,10,NRS_MD-10049,49.38
MDRM-1003,2013,1,12,NRS_MD-10052,28.18
NRS18_MD_10006,2019,1,12,NRS_MD-10052,42.43
NRS18_MD_10006,2019,2,14,NRS_MD-10052,54.33
MDRM-1004,2013,1,11,NRS_MD-10053,40.92
NRS18_MD_10010,2018,1,16,NRS_MD-10053,50.98
MDRO-1013,2014,1,15,NRS_MD-10054,58.22
NRS18_MD_10009,2019,1,13,NRS_MD-10054,56.87
MDRO-1014,2013,1,7,NRS_MD-10055,22.95
MDRO-1015,2013,1,11,NRS_MD-10056,39.78
MDRO-1018,2013,1,13,NRS_MD-10059,34.98
MDSS-1081,2014,1,3,NRS_MD-10060,38.02
NRS18_MD_10007,2018,1,5,NRS_MD-10060,43.88
MDSS-1090,2014,1,7,NRS_MD-10069,19.28
MDSS-1092,2014,1,9,NRS_MD-10071,35.95
MDSS-1095,2014,1,1,NRS_MD-10074,14.25
NRS18_MD_10013,2018,1,12,NRS_MD-10077,39.57
NRS18_MD_10014,2018,1,4,NRS_MD-10078,23.92
NRS18_MD_10015,2018,1,12,NRS_MD-10079,68.52
NRS18_MD_10018,2019,1,18,NRS_MD-10082,60.52
NRS18_MD_10019,2018,1,3,NRS_MD-10083,7.85
NRS18_MD_10034,2019,1,1,NRS_MD-10088,16.00
NRS18_MD_10039,2019,1,3,NRS_MD-10093,38.68
NRS18_MD_10481,2019,1,13,NRS_MD-10094,60.28
NRS18_MD_10632,2019,1,7,NRS_MD-10096,40.30
NRS18_MD_11081,2019,1,12,NRS_MD-10097,41.78
FW08ME010,2008,1,25,NRS_ME-10239,90.33
FW08ME002,2008,1,0,NRS_ME-10240,0.00
FW08ME002,2008,2,20,NRS_ME-10240,65.40
FW08ME008,2008,1,12,NRS_ME-10243,50.75
FW08ME009,2008,1,21,NRS_ME-10244,54.00
